Tweets,Subjectivity,Polarity,Analysis
"12/14) … I pray that the power and influence of their message will kindle your love in people’s hearts. Thank you for the tremendous and glorious transformation of many lives through the Gospel today, in Jesus’ Name. Amen. Rhapsotweets",0.7000000000000001,0.4444444444444444,Positive
"11/14) PRAYER
Dear heavenly Father, I pray that your peace, progress and prosperity will reign in the nations of the world and that you’ll grant the ministers of the Gospel the courage to preach and minister your Word boldly. … Rhapsotweets",0.6666666666666666,0.3333333333333333,Positive
"10/14) Until the rapture takes place, we hold the true reins of power in the nations, and have the authority to direct their course through prayer. Rhapsotweets",0.525,0.22499999999999998,Positive
"9/14) Pray also for ministers, that they’d be granted more grace to preach the Gospel with boldness and power, that many more souls would be added to the Church all around the world. Rhapsotweets",0.5,0.5,Positive
"8/14) Declare that God’s righteousness prevails, and His glory rests on, and influences men’s hearts as God’s people boldly proclaim the Gospel. Rhapsotweets",0.6666666666666666,0.3333333333333333,Positive
"7/14) Rise to the challenge and take up the responsibility of prayer. Pray earnestly and fervidly in the Spirit for the nations and leaders of the countries where you live or work, and the rest of the world. Rhapsotweets",0.5,0.13636363636363635,Positive
6/14) Read our theme verse again; God’s directive on how we must pray in order to experience peace in our nations is clear; it’s not by bearing arms or becoming riotous. Rhapsotweets,0.6166666666666667,0.275,Positive
"5/14) So, you must pray and not complain. If you don’t pray for your country, the leaders and people, where would peace come from?  Rhapsotweets",0.0,0.0,Neutral
"4/14) Today, the happenings in our world are a great source of concern. But the Church holds the solution. The Church is the only restraining power against evil in the earth today (2 Thessalonians 2:7). Rhapsotweets",0.9166666666666666,-0.06666666666666665,Negative
"3/14) This is part of what you do in obedience—praying, contending for the hearts of men in your country, and around the world—that God’s righteousness be established, and all forms of evil, turmoil, wickedness and terror, be thwarted.  Rhapsotweets",1.0,-1.0,Negative
"2/14) Our theme scripture is the Spirit’s admonition through Paul to the Church on the importance of earnest intercession for all men, our countries of domicile, and the leaders therein. The result of such is an overwhelming experience of God’s blessings of peace and prosperity.",0.75,0.25,Positive
"RHAPSODY OF REALITIES
Sunday, 7th March, 2021


DIRECT THEIR COURSE THROUGH PRAYER
— Pastor Chris Oyakhilome
Rhapsotweets

A Thread … (1/14) ",0.4,0.1,Positive
"14/14) We trust you've been blessed by this article. We invite you to make Jesus Christ the Lord of your life TODAY by following the steps in the attached image👇:

Rhapsotweets ",0.1,0.0,Neutral
"13/14)
FURTHER STUDY
1 Timothy 2:1-4 AMPC; Ezekiel 33:7

DAILY SCRIPTURE READING
1 Year Bible Reading Plan:
Mark 11:27-12:1-17 &amp; Numbers 18-19 
 
2 Year Bible Reading Plan:
Matthew 20:24-34 &amp; Exodus 15

Rhapsotweets",0.25,0.0,Neutral
"12/14) … I pray for those destined to receive salvation today all around the world, that the light of the glorious Gospel will shine in their hearts, dispelling the darkness, translating them into the liberty of the sons of God, in Jesus’ Name. Amen. Rhapsotweets",0.7,0.4,Positive
"11/14) PRAYER
Thank you blessed Father, for the opportunity to stand in the gap for others, to cause a change in their lives and circumstances. … Rhapsotweets",0.0,0.0,Neutral
"10/14) Let the plight of the poor, the sick, &amp; the downtrodden stir compassion in you to intercede for them and cause a change in their lives today. We’re to continue in intercession for the nations, leaders, and peoples of the world, especially in these last days. Rhapsotweets",0.630952380952381,-0.2785714285714286,Negative
9/14) There’re many who are going through a lot of hurt for whom we must pray. The Bible says of the Lord Jesus that He’s touched with the feeling of our infirmities (Hebrews 4:15). Be moved by the conditions of the sinners and others who are suffering around you. Rhapsotweets,0.5,0.5,Positive
"8/14) Don’t be obsessed with getting your own advantage.” When you pray, it shouldn’t always be about your business, your family or things related to you; it should be for a greater cause. Think beyond yourself. Rhapsotweets",0.725,0.15,Positive
"7/14) Champions don’t fight for themselves; they fight for others. That’s what we read in our theme verse; it says, “Put yourself aside, and help others get ahead. Rhapsotweets",0.0,0.0,Neutral
"6/14) He didn’t say, “Fight for yourselves.” And the word “houses” there doesn’t mean buildings; he was referring to clans, whole families, like you’d say, “The house of Joseph.” He was calling out the champion spirit in them. Rhapsotweets",0.54375,-0.056249999999999994,Negative
"5/14) In Nehemiah 4:14, as the children of Israel began to build the wall of Jerusalem and prepared to defend it, Nehemiah said to the people, “…fight for your brethren, your sons, and your daughters, your wives, and your houses.” Rhapsotweets",0.0,0.0,Neutral
"4/14) It’s our responsibility to change the world through prayer, ministry and protagonism. That’s what you have to do. Otherwise, you haven’t lived. Rhapsotweets",0.0,0.0,Neutral
"3/14) For this is good and acceptable in the sight of God our Saviour; Who will have all men to be saved, and to come unto the knowledge of the truth.” Rhapsotweets",0.6000000000000001,0.7,Positive
"2/14) 1 Timothy 2:1-4 says, “I exhort therefore, that, first of all, supplications, prayers, intercessions, and giving of thanks, be made for all men; For kings, and for all that are in authority; that we may lead a quiet &amp; peaceable life in all godliness &amp; honesty. Rhapsotweets",0.2888888888888889,0.15,Positive
"RHAPSODY OF REALITIES
Saturday, 6TH March, 2021

 
THINK BEYOND YOURSELF
— Pastor Chris Oyakhilome
Rhapsotweets

A Thread … (1/14) ",0.0,0.0,Neutral
"14/14) We trust you've been blessed by this article. We invite you to make Jesus Christ the Lord of your life TODAY by following the steps in the attached image👇:

Rhapsotweets ",0.1,0.0,Neutral
"13/14)
FURTHER STUDY
1 John 4:4; 1 Corinthians 16:13; Ephesians 6:13

DAILY SCRIPTURE READING 
1 Year Bible Reading Plan:
Mark 11:1-26 &amp; Numbers 16-17 
 
2 Year Bible Reading Plan:
Matthew 20:17-23 &amp; Exodus 14

Rhapsotweets",0.25,0.0,Neutral
"12/14) CONFESSION
The Lord is my light and my salvation; whom shall I fear? The Lord is the strength of my life; of whom shall I be afraid? Though a host should encamp against me, my heart shall not fear, for greater is He that’s in me, than he that’s in the world. Hallelujah!",0.7000000000000001,0.1416666666666667,Positive
"11/14) God’s Word is dependable. That’s what I’m telling you today. You can stake your life on it. When others are terrorized and full of fear concerning any situation, stand out, and be full of courage. Rhapsotweets",0.55,0.35,Positive
"10/14) As Christians, we should never be intimidated by anything or anyone. It’s something the Lord said to me years ago; He said, “As I was with Moses, so I’ll be with you. I’ll not fail you nor forsake you”; &amp; He’s saying the same to you, even now. Be strong, &amp; very courageous.",0.3645833333333333,0.22083333333333333,Positive
"9/14) Guess what? The next day, the Police came looking for them, &amp; they were arrested! Praise God! The months following, several of the cult leaders &amp; members received salvation &amp; joined us. Rhapsotweets",0.03333333333333333,0.0,Neutral
"8/14) We were singing with the consciousness that in the spirit, we’re declaring them arrested. Rhapsotweets",0.0,0.0,Neutral
"7/14) As they (the cultists) were making noise and rabble-rousing, we were out on the other side, dancing and singing, “The weapons of our warfare are not carnal, but they are mighty through the Holy Ghost!”  Rhapsotweets",0.6375,0.1875,Positive
"6/14) Then on another occasion, a year later, they sent out a message that they were “sailing” that night. And I said, “Sailing where? Never!” When it was night, I gathered some of the brethren, and said, “We’re sailing tonight!” Rhapsotweets",0.0,0.0,Neutral
"5/14) But while many scampered in different directions, looking for where to hide, I got on my knees, spoke in tongues, and I said, “Lord Jesus, by your grace, I‘ll deal with this; they’ll never have such effrontery on this campus again.” Rhapsotweets",0.5333333333333333,0.16666666666666666,Positive
"4/13) Finally, I got into the university, and then came my first experience in my first year! One night, the cult members came dancing into the campus in their full regalia, and there was complete pandemonium. Rhapsotweets",0.5233333333333333,0.20249999999999999,Positive
"3/14) But as I studied my Bible and read about the exploits of people like David, Moses, Jephthah, etc., I couldn’t understand why any Christian would be intimidated by cultists. So, I prayed, “Lord, give me just one chance; I’ll force those cult members out!” Rhapsotweets",0.0,0.0,Neutral
"2/14) I often recall how, many years ago, cult activities in tertiary institutions were on the rise. Some Christian groups were threatened and intimidated from time to time by these nocturnal groups. Rhapsotweets",0.25,0.25,Positive
"RHAPSODY OF REALITIES
Friday, 5th of March, 2021


STAND OUT AND BE COURAGEOUS
— Pastor Chris Oyakhilome
Rhapsotweets

A Thread … (1/14) ",0.0,0.0,Neutral
"14/14) We trust you've been blessed by this article. We invite you to make Jesus Christ the Lord of your life TODAY by following the steps in the attached image👇:

Rhapsotweets ",0.1,0.0,Neutral
"13/14) FURTHER STUDY:
Colossians 4:2 AMPC; 1 Thessalonians 5:17; Ephesians 6:18

DAILY SCRIPTURE READING
1 Year Bible Reading Plan:
Mark 10:32-52 &amp; Numbers 14-15 

2 Year Bible Reading Plan:
Matthew 20:1-16 &amp; Exodus 1315/15)

Rhapsotweets",0.25,0.0,Neutral
"12/14) I’m an effective intercessor through the Word of faith and earnest, heartfelt, continued prayer. I declare that the nations and leaders of the world are under the divine influence of your mighty power, in Jesus’ Name. Amen. Rhapsotweets",0.9,0.3333333333333333,Positive
"11/14) PRAYER
Blessed Father, thank you for the privilege and opportunity of prayer by which I exercise my authority in Christ, to activate and walk in the consciousness of the divine presence, and enforce your will in the earth. … Rhapsotweets",0.0,0.0,Neutral
"10/14) You might ask, “But when do I stop?” You stop when you “know that you know” in your spirit that it’s done! Glory to God! You’ll surely get the note of victory. Rhapsotweets",0.8888888888888888,0.5,Positive
"9/14) Always stir yourself and respond to the call and urgency of prayer from your spirit, declaring the Word and crushing the forces of darkness, in the spirit. It may look like nothing is changing, but you keep pushing. Rhapsotweets",0.9,0.4,Positive
8/14) The stakes are high. You’ve got to take your personal prayer life more seriously. Rhapsotweets,0.5016666666666666,0.08166666666666668,Positive
"7/14) Jesus did that too in the Garden of Gethsemane. He said the same things in prayer, and He prayed that way for an hour. It wasn’t a two-minute prayer. He persisted, because he understood the stakes of the moment. We’re in a similar moment today. Rhapsotweets",0.2625,0.0,Neutral
"6/14) This isn’t the kind of prayer you pray at the dining table or when you’re hurrying off to work. There’re certain times &amp; situations where you don’t just speak the word &amp; go away; you persist in prayer. You keep pushing. You may be saying the same thing, but you’re pushing.",0.5321428571428571,0.2714285714285714,Positive
"5/14) It says the prayer is earnest, and there’s a persistence about it. In other words, it’s a sustained kind of prayer that’s marked by a deep feeling of conviction. Rhapsotweets",0.56875,0.14375,Positive
"4/14) The Amplified Classic version of our theme verse aptly describes this kind of prayer: “...The earnest (heartfelt, continued) prayer of a righteous man makes tremendous power available [dynamic in its working].” Rhapsotweets",0.661904761904762,0.3,Positive
"3/14) 1 Kings 18:42 shows how he prayed; it says Elijah  “bowed deeply in prayer, his face between his knees”(MSG). Rhapsotweets",0.4,0.0,Neutral
"2/14) When the Bible says there was no rain in the land of Israel according to the word of Elijah, it wasn’t that Elijah suddenly woke up and said, “There’ll be no rain in Israel for the next three and half years.” No, the Bible says he prayed earnestly. Rhapsotweets",0.2222222222222222,-0.05555555555555555,Negative
"RHAPSODY OF REALITIES
Thursday, 4th March, 2021


KEEP “PUSHING” IN PRAYER
— Pastor Chris Oyakhilome
Rhapsotweets

A Thread … (1/14) ",0.0,0.0,Neutral
"16/16) We trust you've been blessed by this article. We invite you to make Jesus Christ the Lord of your life TODAY by following the steps in the attached image👇:

Rhapsotweets ",0.1,0.0,Neutral
"15/16)
FURTHER STUDY
Psalms 27:1-3; Acts 5:25-29; 
1 John 4:4

DAILY SCRIPTURE READING
1 Year Bible Reading Plan:
Mark 10:1-31 &amp; Numbers 11-13 

2 Year Bible Reading Plan:
Matthew 19:23-30 &amp; Exodus 12

Rhapsotweets",0.25,0.0,Neutral
"14/16) … I stand in faith against any law, decree, government or individuals who have set themselves against the Church of Jesus Christ, and I declare that their defence is gone from them! Glory to God! Rhapsotweets",0.0,0.0,Neutral
"13/16) CONFESSION
I’m confident in the power of God’s Word to put me over always, irrespective of the circumstances or opposition … Rhapsotweets",0.8333333333333334,0.5,Positive
"12/16) The opposition may come from your family, your city, country, or government; have no fear, “...because greater is he that is in you, than he that is in the world” (1 John 4:4). Rhapsotweets",0.5,0.5,Positive
"11/16) Human beings can never come together and come up with enough wisdom or strategy against God. It’s impossible. When you’re walking in sync with His plan and purpose for your life, it makes no difference what anyone thinks or does; it doesn’t matter the threats; you’ll win.",0.5,0.033333333333333354,Positive
"10/16) As a man or woman of God, as a Christian, as one who walks with God, have no fear of men! Have no fear of their laws or decrees; have no fear of anything. The Bible says there’s no wisdom against the Lord (Proverbs 21:30). Rhapsotweets",0.0,0.0,Neutral
"9/16) Peter and the other apostles confronted the authorities in their day. Once, they said, “...You yourselves judge which is right in God’s sight—to obey you or to obey God?” (Acts 4:19 GNB). Rhapsotweets",0.45535714285714285,0.08035714285714285,Positive
"8/16) Subsequently, we were never stopped from holding services on campus till I graduated. Was I defying the government? No! I was only obeying the orders of a higher government. It was the same with the Apostles. Rhapsotweets",0.41875,0.0625,Positive
"7/16) No authority supersedes God’s authority. So, I went ahead with the programme I had scheduled on campus, because I’d rather obey God; and it was a remarkable success. Rhapsotweets",0.375,0.525,Positive
"6/16) The Bible says the powers that be are ordained of Him; He put them in office. If they go rogue against Him by coming up with laws and policies that don’t favour His righteous cause, you’re not obliged to comply. Rhapsotweets",0.0,0.0,Neutral
"5/16) Always, God’s Word or counsel to you is what counts. He made the Vice-Chancellor, Governor, President, Prime Minister, etc. Rhapsotweets",0.0,0.0,Neutral
"4/16) Some of them weren’t ready to stand with me, perhaps, because they were afraid. But if God had told me to continue, why should I stop because of what someone said? Rhapsotweets",0.7,-0.19999999999999998,Negative
"3/16) Some of the members of our fellowship came to convince me to comply, but I had heard from God; He told me to remain on campus. Rhapsotweets",0.0,0.0,Neutral
"2/16) Many years ago, while I was in the university, the government of the day, a military government, banned all religious activities on campus. Rhapsotweets",0.2833333333333333,0.13333333333333333,Positive
"RHAPSODY OF REALITIES
Wednesday, 3rd March 2021


HAVE NO FEAR OF MAN
— Pastor Chris Oyakhilome
Rhapsotweets

A Thread … (1/16) ",0.0,0.0,Neutral
"14/14) We trust you've been blessed by this article. We invite you to make Jesus Christ the Lord of your life TODAY by following the steps in the attached image👇:

Rhapsotweets ",0.1,0.0,Neutral
"13/14) FURTHER STUDY
1 Thessalonians 5:17;
2 Corinthians 10:3;
Ephesians 6:18

DAILY SCRIPTURE READING
1 Year Bible Reading Plan:
Mark 9:33-50 &amp; Numbers 9-10 

2 Year Bible Reading Plan:
Matthew 19:13-22 &amp; Exodus 11

Rhapsotweets",0.25,0.0,Neutral
"12/14) I pray against any attempt of the devil to force the Church of Jesus Christ to live in a world of the beast before his time. Until the rapture of the Church, the Name of Jesus Christ shall be glorified in all nations. Amen. Rhapsotweets",0.5,0.13636363636363635,Positive
"11/14) CONFESSION
I’m strong in the Lord, and in the power of His might. He opens my eyes to spiritual realities and unveils His thoughts to my spirit. And today, I take charge of situations from the realm of the Spirit.",0.4333333333333333,0.21666666666666665,Positive
"10/14) We’re setting in place a new world order in the Spirit, where the Gospel has free course, and in preparation for our soon coming Lord. Amen. Rhapsotweets",0.6272727272727273,0.2681818181818182,Positive
"9/14) Get vitally involved in this. Pray like you’ve never done! When we call for days of global prayer and fasting, be a part of it. Rhapsotweets",0.2,0.0625,Positive
"8/14) Refuse to be moved by some of the happenings in the world today—the confusion, fear and deception. By the power of God’s Spirit, we (the Church) are exercising our authority in Christ, bringing in the new order of things. Rhapsotweets",0.45454545454545453,0.13636363636363635,Positive
"7/14) Be vigilant in the spirit, listening in, and with, your spirit as you speak in tongues and meditate on the Scriptures. The Lord will give you strategies and guidance on how to effectively dismantle the structures of the adversary. Rhapsotweets",0.8,0.6,Positive
"6/14) satan, knowing that his time is short, is trying to move ahead to create the environment of the anti Christ before his time. So, we must be on the alert and on the offensive. 1 Peter 5:8 says, “Be  sober, be vigilant….” Rhapsotweets",0.25,0.05,Positive
"5/14) … we must be ready to fight against the decrees of darkness to force us to live in a world, an atmosphere or governmental system that’s hostile to the Gospel. Rhapsotweets",0.5,0.16818181818181818,Positive
"4/14) We’re partners and co-labourers with the Lord in  building His Church—His  body—winning  souls and carrying out the work of the ministry. While at it, … Rhapsotweets",0.0,0.0,Neutral
"3/14) As he led God’s people to build the wall, they prepared to ward off any form of attack. Each one held a weapon with the other hand, taking every necessary precaution against any  onslaught from the enemy. This was written for our learning. Rhapsotweets",0.6875,-0.0625,Negative
2/14) Nehemiah was faced with an intense opposition when he decided to build the wall of Jerusalem. The Jews’ enemies were determined to stop the building by slaying the builders. But Nehemiah wasn’t ignorant of their evil plans and intentions. Rhapsotweets,1.0,-0.4,Negative
"RHAPSODY OF REALITIES
Tuesday, 2nd March 2021


BE VIGILANT IN THE SPIRIT
Pastor Chris Oyakhilome
Rhapsotweets

A Thread (1/14) ",0.0,0.0,Neutral
"12/12) We trust you've been blessed by this article. We invite you to make Jesus Christ the Lord of your life TODAY by following the steps in the attached image👇:

Rhapsotweets ",0.1,0.0,Neutral
"11/12) FURTHER STUDY
Colossians: 3:16; John 6:63

DAILY SCRIPTURE READING
1 Year Bible Reading Plan:
Mark 9:14-32 &amp; Numbers 7-8
 
2 Year Bible Reading Plan:
Matthew 19:1-12 &amp; Exodus 10

Rhapsotweets",0.25,0.0,Neutral
"10/12) CONFESSION
Blessed be God! My words are divine, infused with power to change circumstances. The Father’s words dwell in me richly, and I speak them forth in wisdom. Hallelujah! Rhapsotweets",0.75,0.46875,Positive
"9/12) Get your language from the Word of God. That’s why you have to keep studying the Scriptures (2 Timothy 2:15). Think and talk like Jesus, and you’ll have His extraordinary results. Rhapsotweets",1.0,0.3333333333333333,Positive
"8/12) We’re to have His kind of results, because the Father has given us words to speak. Don’t speak words that you learnt from the world; speak the Word of God. Rhapsotweets",0.9,0.6,Positive
"7/12) The words He spoke came from the Father. He said in John 12:50, “…whatsoever I speak therefore, even as the Father said unto me, so I speak.” Rhapsotweets",0.0,0.0,Neutral
"6/12) Over a raging tempest, the Bible says, “…he arose, and rebuked the wind, and said unto the sea, Peace, be still. And the wind ceased, and there was a great calm” (Mark 4:39). It made no difference how turbulent the weather was, Jesus hushed them with words. Rhapsotweets",0.75,0.55,Positive
"5/12) Moved with compassion, He touched the casket and said, “…Young man, I say unto thee, Arise. And he that was dead sat up, and began to speak. And he delivered him to his mother” (Luke 7:14-15). He raised the lifeless body of that young man back to life with words!",0.26666666666666666,-0.03333333333333333,Negative
"4/12) Imagine what transpired in Luke 7:11-17. He was on a journey to the city of Nain, and as He arrived at the gate of the city, He saw a funeral procession of a young man who was the only son of a widow. Rhapsotweets",0.7,0.05,Positive
"3/12) Jesus spoke the Father’s words. He knew exactly the right words to say in every situation, to everyone, and concerning everything. The secret is what He told us in our theme verse. Rhapsotweets",0.49523809523809526,0.04523809523809522,Positive
2/12) Have you ever wondered why some of the words you speak produce the wrong results? Perhaps you’re not speaking words from the Father. Rhapsotweets,0.9,-0.5,Negative
"RHAPSODY OF REALITIES
Monday, 1st March 2021


SPEAK WORDS FROM THE FATHER
— Pastor Chris Oyakhilome
Rhapsotweets

A Thread (1/12) ",0.0,0.0,Neutral
"15/15) We trust you've been blessed by this article. We invite you to make Jesus Christ the Lord of your life TODAY by following the steps in the attached image👇:

Rhapsotweets ",0.1,0.0,Neutral
"14/15) FURTHER STUDY
Ephesians 2:5-6 AMPC; Philippians 2:9-10

1-YEAR BIBLE READING PLAN
Matthew 12:22-50 &amp; Genesis 40-41 

2-YEAR BIBLE READING PLAN
Matthew 7:1-12 &amp; Genesis 17

Rhapsotweets",0.5,0.0,Neutral
13/15) Christ reigns and rules through me; His dominion and righteousness are expressed through me. Blessed be His Name forever. Rhapsotweets,0.0,0.0,Neutral
"13/15) CONFESSION
I’m seated with Christ in heavenly places, far above all the hardships, troubles, perils and corrupting influences in the world. I dominate and triumph over circumstances today.",0.55,0.05,Positive
"12/15) Declare in the Name of Jesus, the specific changes you want in any area of your life and you’ll have a testimony. Blessed be God! Rhapsotweets",0.125,0.0,Neutral
"11/15) satan has no chance if you’d  recognise and take advantage of your position and ability in Christ—the glory and power you wield in His Name! Even now, use that authority! Rhapsotweets",0.0,0.0,Neutral
